S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
87047	88947	3961	2043	MRZV01001767.1	16317	95.37		True
CONTIG	16317	3962	correct_unaligned
CONTIG	22715	6419	unaligned
CONTIG	28163	4132	unaligned
57946	58453	1154	1668	MRZV01001353.1	39930	95.92		True
CONTIG	39930	4965	correct_unaligned
12285	12930	7160	7805	MRZV01002019.1	57432	96.9		True
unknown
13244	13813	8129	8698	MRZV01002019.1	57432	97.72		True
unknown
14016	14726	8887	9604	MRZV01002019.1	57432	96.38		True
unknown
15396	16023	10289	10916	MRZV01002019.1	57432	96.97		True
unknown
CONTIG	57432	11638	mis_unaligned
CONTIG	67349	3703	unaligned
519080	519803	1510	2227	MRZV01000232.1	79043	96.16		True
CONTIG	79043	3851	correct_unaligned
CONTIG	85961	3482	unaligned
CONTIG	121468	3983	unaligned
CONTIG	146041	3068	unaligned
843523	844043	5670	5149	MRZV01000033.1	156556	96.56		True
CONTIG	156556	5738	correct_unaligned
CONTIG	160990	3666	unaligned
161503	163310	2320	4145	MRZV01000136.1	163178	95.19		True
CONTIG	163178	5173	correct_unaligned
121277	121782	3227	3732	MRZV01001276.1	165136	97.43		True
CONTIG	165136	5826	correct_unaligned
CONTIG	173152	7380	unaligned
CONTIG	177581	3007	unaligned
CONTIG	178375	3653	unaligned
CONTIG	193101	10919	unaligned
CONTIG	193392	3297	unaligned
CONTIG	210003	4992	unaligned
CONTIG	212158	3199	unaligned
CONTIG	219608	4546	unaligned
CONTIG	240123	7375	unaligned
CONTIG	245844	10585	unaligned
CONTIG	253416	7035	unaligned
CONTIG	255413	3669	unaligned
CONTIG	264895	3068	unaligned
4044	5088	6876	5825	MRZV01001033.1	265351	95.84		True
CONTIG	265351	7536	correct_unaligned
CONTIG	266601	3789	unaligned
CONTIG	277268	3473	unaligned
CONTIG	292146	4068	unaligned
CONTIG	372891	8274	unaligned
CONTIG	388307	3150	unaligned
CONTIG	430103	3183	unaligned
CONTIG	444019	4273	unaligned
CONTIG	448185	3860	unaligned
CONTIG	474469	3375	unaligned
CONTIG	479138	5374	unaligned
CONTIG	487367	7427	unaligned
CONTIG	511194	3522	unaligned
CONTIG	548912	12041	unaligned
CONTIG	562707	6153	unaligned
CONTIG	575599	3439	unaligned
CONTIG	575601	4150	unaligned
CONTIG	582211	4212	unaligned
CONTIG	582255	3705	unaligned
CONTIG	614996	3585	unaligned
CONTIG	646753	4349	unaligned
CONTIG	655751	8591	unaligned
CONTIG	677768	3847	unaligned
CONTIG	688174	7149	unaligned
CONTIG	690879	3233	unaligned
CONTIG	702983	3118	unaligned
86731	87302	5660	5084	MRZV01000565.1	712292	95.67		True
CONTIG	712292	5932	correct_unaligned
CONTIG	745008	3474	unaligned
CONTIG	786958	3466	unaligned
22121	23457	2300	964	MRZV01000522.1	809213	98.06		True
CONTIG	809213	4578	correct_unaligned
37932	38673	49	790	MRZV01001551.1	867842	96.5		True
unknown
45743	46566	8015	8839	MRZV01001551.1	867842	95.27		True
unknown
641485	645879	21239	16809	MRZV01000365.1	867842	96.19		True
unknown
CONTIG	867842	26941	mis_unaligned
CONTIG	868784	3607	unaligned
CONTIG	889749	3499	unaligned
CONTIG	900974	12211	unaligned
CONTIG	910583	4505	unaligned
CONTIG	918036	3578	unaligned
517835	520054	2680	4908	MRZV01000302.1	932966	96.13		True
unknown
522495	523354	7682	8541	MRZV01000302.1	932966	99.42		True
unknown
CONTIG	932966	9347	mis_unaligned
CONTIG	938662	3011	unaligned
CONTIG	944030	3219	unaligned
CONTIG	957838	15036	unaligned
CONTIG	961846	3140	unaligned
CONTIG	968978	3151	unaligned
CONTIG	983003	4207	unaligned
CONTIG	998281	3031	unaligned
CONTIG	1037245	4657	unaligned
CONTIG	1055669	4958	unaligned
CONTIG	1063443	3293	unaligned
CONTIG	1147486	3292	unaligned
CONTIG	1148565	3896	unaligned
CONTIG	1152371	7899	unaligned
CONTIG	1155542	4883	unaligned
CONTIG	1162323	6374	unaligned
CONTIG	1169674	4907	unaligned
CONTIG	1169809	3530	unaligned
CONTIG	1171614	3216	unaligned
81649	82238	1149	1742	MRZV01000693.1	1190842	96.13		True
indel: indel (> 5bp)
82533	83893	2067	3424	MRZV01000693.1	1190842	95.74		True
CONTIG	1190842	3676	correct
CONTIG	1198095	8993	unaligned
100408	100925	6085	5567	MRZV01000892.1	1201230	97.11		True
unknown
96101	96668	11425	11999	MRZV01000892.1	1201230	96.0		True
unknown
92996	96084	15254	12154	MRZV01000892.1	1201230	95.85		True
unknown
CONTIG	1201230	25547	mis_unaligned
CONTIG	1215770	3594	unaligned
CONTIG	1221915	4620	unaligned
CONTIG	1246300	3299	unaligned
CONTIG	1254246	3563	unaligned
CONTIG	1254690	3259	unaligned
30962	32733	15	1782	MRZV01002502.1	1273788	96.79		True
CONTIG	1273788	3214	correct
CONTIG	1288054	7060	unaligned
CONTIG	1303623	3525	unaligned
CONTIG	1328082	5421	unaligned
CONTIG	1332681	3604	unaligned
CONTIG	1333157	4460	unaligned
CONTIG	1337417	3491	unaligned
CONTIG	1347747	6983	unaligned
CONTIG	1362212	4169	unaligned
CONTIG	1362471	9808	unaligned
CONTIG	1364444	5397	unaligned
CONTIG	1392401	3435	unaligned
CONTIG	1397020	5348	unaligned
CONTIG	1397253	3007	unaligned
CONTIG	1402051	6363	unaligned
CONTIG	1406768	3674	unaligned
CONTIG	1422309	4871	unaligned
CONTIG	1432487	4043	unaligned
CONTIG	1450427	3105	unaligned
CONTIG	1454704	3336	unaligned
CONTIG	1457027	3803	unaligned
13106	13665	2397	1838	MRZV01001804.1	1517379	97.14		True
CONTIG	1517379	3212	correct_unaligned
CONTIG	1528432	4528	unaligned
CONTIG	1536405	3966	unaligned
146463	147064	2667	3268	MRZV01001439.1	1548373	95.85		True
CONTIG	1548373	6282	correct_unaligned
CONTIG	1578693	3778	unaligned
CONTIG	1580617	3891	unaligned
CONTIG	1608868	5280	unaligned
CONTIG	1609303	4131	unaligned
CONTIG	1615985	3133	unaligned
CONTIG	1637926	3070	unaligned
CONTIG	1659802	9818	unaligned
CONTIG	1661401	3228	unaligned
207597	209169	143	1707	MRZV01000524.1	1673308	95.37		True
CONTIG	1673308	7076	correct_unaligned
CONTIG	1700554	3809	unaligned
CONTIG	1707198	3199	unaligned
CONTIG	1711765	4687	unaligned
109652	110225	2474	3047	MRZV01000041.1	1722285	97.04		True
CONTIG	1722285	3165	correct_unaligned
CONTIG	1726755	6273	unaligned
CONTIG	1741820	3914	unaligned
12490	13997	48	1560	MRZV01001577.1	1744761	96.63		True
CONTIG	1744761	3131	correct_unaligned
CONTIG	1747096	20596	unaligned
CONTIG	1775206	4762	unaligned
CONTIG	1789063	4695	unaligned
CONTIG	1795950	9874	unaligned
CONTIG	1806005	3197	unaligned
CONTIG	1809069	3010	unaligned
CONTIG	1847622	3047	unaligned
CONTIG	1854521	21441	unaligned
CONTIG	1876553	3099	unaligned
CONTIG	1884022	5727	unaligned
241376	242104	799	72	MRZV01000390.1	1899607	97.41		True
CONTIG	1899607	3057	correct_unaligned
CONTIG	1917296	3002	unaligned
CONTIG	1926979	3621	unaligned
CONTIG	1927226	3902	unaligned
CONTIG	1945455	3291	unaligned
CONTIG	1948651	5457	unaligned
CONTIG	1965527	4636	unaligned
CONTIG	1975908	5557	unaligned
CONTIG	2016397	4802	unaligned
CONTIG	2020842	7150	unaligned
CONTIG	2021732	11786	unaligned
CONTIG	2025249	3283	unaligned
CONTIG	2065325	4214	unaligned
115006	115591	1048	463	MRZV01000627.1	2068512	96.42		True
CONTIG	2068512	6243	correct_unaligned
623090	625493	18498	16095	MRZV01000685.1	2077282	95.32		True
CONTIG	2077282	19070	correct_unaligned
CONTIG	2078134	3266	unaligned
CONTIG	2079745	3562	unaligned
CONTIG	2122023	3933	unaligned
CONTIG	2127520	3084	unaligned
CONTIG	2134385	9572	unaligned
9487	10665	453	1633	MRZV01001425.1	2139473	96.1		True
CONTIG	2139473	3078	correct_unaligned
CONTIG	2156986	3328	unaligned
CONTIG	2168657	3348	unaligned
CONTIG	2176497	3628	unaligned
CONTIG	2192860	3213	unaligned
CONTIG	2239061	3006	unaligned
CONTIG	2262589	4853	unaligned
CONTIG	2273718	3040	unaligned
CONTIG	2313141	3632	unaligned
89282	89965	2372	3043	MRZV01000472.1	2314974	96.35		True
CONTIG	2314974	4426	correct_unaligned
759199	760236	8220	7184	MRZV01000033.1	2317523	97.22		True
unknown
755934	757021	11531	10439	MRZV01000033.1	2317523	98.35		True
unknown
CONTIG	2317523	11564	mis_unaligned
CONTIG	2361134	3023	unaligned
CONTIG	2380739	5484	unaligned
CONTIG	2396101	6240	unaligned
23942	24935	1056	63	MRZV01002488.1	2398394	96.48		True
CONTIG	2398394	3463	correct_unaligned
CONTIG	2455969	3192	unaligned
1534423	1535014	3226	3817	MRZV01000005.1	2485907	97.3		True
CONTIG	2485907	4602	correct_unaligned
CONTIG	2507110	3327	unaligned
CONTIG	2509029	3404	unaligned
CONTIG	2521457	3800	unaligned
CONTIG	2525015	3158	unaligned
CONTIG	2563603	4468	unaligned
CONTIG	2575375	3774	unaligned
429585	431782	1	2202	MRZV01000297.1	2587234	95.44		True
unknown
435904	436579	5080	5755	MRZV01000297.1	2587234	95.56		True
unknown
CONTIG	2587234	7357	mis_unaligned
CONTIG	2599329	3871	unaligned
CONTIG	2602265	3412	unaligned
CONTIG	2616614	3193	unaligned
CONTIG	2633138	4504	unaligned
CONTIG	2652198	3060	unaligned
CONTIG	2662398	3214	unaligned
CONTIG	2687558	3686	unaligned
CONTIG	2701153	3950	unaligned
CONTIG	2709426	4472	unaligned
CONTIG	2715072	3143	unaligned
48392	49728	2522	3862	MRZV01001578.1	2726457	95.08		True
CONTIG	2726457	8800	correct_unaligned
20228	21515	1333	45	MRZV01001801.1	2730572	97.44		True
local misassembly
18529	19363	2253	1410	MRZV01001801.1	2730572	97.16		True
local misassembly
16935	17671	3247	2509	MRZV01001801.1	2730572	97.3		True
CONTIG	2730572	3438	correct
426037	426543	2311	1806	MRZV01000326.1	2748125	97.63		True
CONTIG	2748125	3689	correct_unaligned
CONTIG	2778096	4499	unaligned
CONTIG	2791095	5044	unaligned
CONTIG	2809061	4076	unaligned
184696	185361	2922	2254	MRZV01001046.1	2817315	96.11		True
CONTIG	2817315	5445	correct_unaligned
CONTIG	2858081	3196	unaligned
CONTIG	2858704	3731	unaligned
CONTIG	2873048	4167	unaligned
CONTIG	2923209	3079	unaligned
CONTIG	2927307	3513	unaligned
CONTIG	2944602	5704	unaligned
